,surname,nationality,split
13173,Daal,Dutch,val
4233,Yunokawa,Japanese,val
2467,Shammas,Arabic,val
13187,Hout,Dutch,val
13528,Adamczyk,Polish,val
4583,Vanchurov,Russian,val
5016,Mokhosoev,Russian,val
6250,Abramkov,Russian,val
4039,Taguchi,Japanese,val
565,Becke,German,val
10500,Noon,English,val
2391,Bazzi,Arabic,val
11001,Rosser,English,val
1796,Ganem,Arabic,val
4398,Wang,Chinese,val
3238,Daher,Arabic,val
2734,Totah,Arabic,val
6829,Vazhenin,Russian,val
4756,Jurov,Russian,val
7492,Vestfrid,Russian,val
5901,Balazowski,Russian,val
9225,Franco,English,val
8807,Dougal,English,val
834,Keil,German,val
10815,Prior,English,val
726,Gottschalk,German,val
2967,Asfour,Arabic,val
9138,Ferris,English,val
2127,Antar,Arabic,val
11286,Thistlethwaite,English,val
12700,Nannini,Italian,val
2430,Hanania,Arabic,val
937,Martell,German,val
4079,Tamura,Japanese,val
5483,Bautin,Russian,val
7527,Lapenko,Russian,val
3654,Kunomasu,Japanese,val
2041,Asker,Arabic,val
3531,Kamo,Japanese,val
6862,Hamadeev,Russian,val
5598,Chamushev,Russian,val
12909,Toloni,Italian,val
3908,Raikatuji,Japanese,val
6863,Researcher,Russian,val
424,Smith,Czech,val
12373,Ansaldi,Italian,val
669,Feld,German,val
3830,Noda,Japanese,val
3474,Inouye,Japanese,val
2218,Shammas,Arabic,val
1191,Walkenhorst,German,val
12052,Agelakos,Greek,val
10000,Kristensen,English,val
3329,Fukao,Japanese,val
10112,Liddle,English,val
1578,Shalhoub,Arabic,val
5806,Vasin,Russian,val
619,Bruhn,German,val
432,Sponer,Czech,val
8173,Altham,English,val
12376,Antonelli,Italian,val
12822,Romagna,Italian,val
10055,Lawrie,English,val
3664,Kuroki,Japanese,val
12585,Fortunato,Italian,val
11758,Abel,Spanish,val
8564,Clegg,English,val
12268,Abbracciabene,Italian,val
5551,Jelyabovsky,Russian,val
9236,Freedman,English,val
9817,Karne,English,val
857,Kock,German,val
913,Leverenz,German,val
8268,Avenue,English,val
2492,Amari,Arabic,val
8257,Atterbury,English,val
11063,Saxton,English,val
6094,Demirchyan,Russian,val
9363,Glennie,English,val
3066,Shammas,Arabic,val
6361,Alyrchikov,Russian,val
7723,Lebeau,French,val
12807,Ravenna,Italian,val
7871,Cathain,Irish,val
6033,Bahusov,Russian,val
2453,Mifsud,Arabic,val
10921,Rich,English,val
8341,Bell,English,val
1676,Basara,Arabic,val
4488,Xiong,Chinese,val
12919,Traverso,Italian,val
8401,Bowler,English,val
9231,Fraser,English,val
5676,Timirgazeev,Russian,val
9563,Heron,English,val
2065,Khouri,Arabic,val
6758,Jiboedov,Russian,val
7614,Brisbois,French,val
11954,Porras,Spanish,val
10781,Pollard,English,val
12723,Nespola,Italian,val
8650,Cresswell,English,val
8480,Button,English,val
10948,Riseborough,English,val
13400,Simonis,Dutch,val
12451,Bologna,Italian,val
7498,Galstyan,Russian,val
8355,Beveridge,English,val
12217,Sakelaris,Greek,val
11036,Ryan,English,val
10192,Lumb,English,val
7058,Didevich,Russian,val
5735,Awinowitski,Russian,val
2983,Arian,Arabic,val
13277,Meisner,Dutch,val
9103,Farrer,English,val
6554,Haitov,Russian,val
9713,Isnard,English,val
1620,Wasem,Arabic,val
10495,Noble,English,val
5094,Troeglazov,Russian,val
1529,Haddad,Arabic,val
804,Hummel,German,val
3691,Masudu,Japanese,val
3228,Kattan,Arabic,val
8426,Britton,English,val
9961,Kirkbride,English,val
7863,Bran,Irish,val
9385,Good,English,val
2329,Sarkis,Arabic,val
11573,Watters,English,val
1553,Awad,Arabic,val
7214,Lodyagin,Russian,val
4032,Sumitimo,Japanese,val
9981,Knigge,English,val
8196,Ansell,English,val
9413,Grange,English,val
6202,Shamrun,Russian,val
5717,Jvachkin,Russian,val
8011,O'Grady,Irish,val
9070,Fagan,English,val
10186,Luckhurst,English,val
10475,Nicholson,English,val
11881,Hernandez,Spanish,val
8707,Daugherty,English,val
1783,Asghar,Arabic,val
2021,Assaf,Arabic,val
10772,Platt,English,val
1651,Quraishi,Arabic,val
1424,Atiyeh,Arabic,val
13408,Sneiders,Dutch,val
1710,Antar,Arabic,val
6590,Shadkhan,Russian,val
13451,Gu,Korean,val
3482,Iseya,Japanese,val
874,Krause,German,val
10377,Mooney,English,val
12424,Bazzoli,Italian,val
12235,Tsoumada,Greek,val
7518,Nakhabtsev,Russian,val
7224,V'Yunkov,Russian,val
13583,Krakowski,Polish,val
12577,Fierro,Italian,val
8641,Crabb,English,val
11533,Wallace,English,val
4753,Gesse,Russian,val
34,Bruckner,Czech,val
1649,Kassab,Arabic,val
8589,Collinson,English,val
13044,Macdonald,Scottish,val
3921,Sakai,Japanese,val
9877,Kennett,English,val
4745,Avrutsky,Russian,val
4873,Vilyunas,Russian,val
8955,Ekin,English,val
5531,Adlerov,Russian,val
9106,Farrow,English,val
2030,Sabbagh,Arabic,val
1242,Zimmermann,German,val
787,Hofmeister,German,val
12825,Romano,Italian,val
5020,Movsesov,Russian,val
2884,Mifsud,Arabic,val
13578,Kowalczyk,Polish,val
1513,Shadid,Arabic,val
5140,Obyedkov,Russian,val
13214,Houtem,Dutch,val
1680,Naifeh,Arabic,val
5377,Rogalev,Russian,val
5479,Mollo,Russian,val
1303,Kalb,Arabic,val
5233,Bahmin,Russian,val
4066,Takenouchi,Japanese,val
5331,Lichenko,Russian,val
1070,Schuhart,German,val
1723,Awad,Arabic,val
10391,Mortimer,English,val
8721,Day,English,val
12149,Kosmas,Greek,val
10138,Loat,English,val
7077,Chertakov,Russian,val
741,Günther,German,val
161,Jedlicka,Czech,val
4912,Yamlikhanov,Russian,val
3703,Matsumura,Japanese,val
3470,Ino,Japanese,val
5733,Martyuk,Russian,val
167,Jirovy,Czech,val
8811,Douthwaite,English,val
9600,Hodson,English,val
2807,Asfour,Arabic,val
12215,Rousses,Greek,val
6661,Pochevalov,Russian,val
4638,Asylmuratov,Russian,val
12121,Giannakos,Greek,val
4957,Zhuk,Russian,val
7701,Harman,French,val
3879,Okui,Japanese,val
11628,Whitworth,English,val
6947,Vaiman,Russian,val
11451,Upjohn,English,val
10388,Morris,English,val
5025,Hatkov,Russian,val
5022,Reks,Russian,val
12418,Bassanelli,Italian,val
11212,Stringer,English,val
3350,Genji,Japanese,val
8646,Craven,English,val
10139,Lobb,English,val
11724,Yarnall,English,val
11290,Thompson,English,val
7442,Tzarik,Russian,val
10502,Norbert,English,val
13240,Kool,Dutch,val
10565,Okey,English,val
3510,Jukodo,Japanese,val
10641,Painter,English,val
6223,Maksyuta,Russian,val
2659,Tuma,Arabic,val
1307,Masih,Arabic,val
1648,Abadi,Arabic,val
10364,Milward,English,val
1393,Nader,Arabic,val
3746,Mizutani,Japanese,val
4808,Grokholsky,Russian,val
12390,Armonni,Italian,val
8768,Dillon,English,val
506,Wood,Czech,val
2260,Asghar,Arabic,val
9693,Innalls,English,val
13068,Davidson,Scottish,val
4180,Watoga,Japanese,val
1638,Ghannam,Arabic,val
9911,Khan,English,val
12307,Aggio,Italian,val
12593,Garfagnini,Italian,val
2249,Shamoon,Arabic,val
159,Jares,Czech,val
12649,Manco,Italian,val
10860,Ranger,English,val
3337,Fukuyama,Japanese,val
7074,Gulbinsky,Russian,val
12325,Albani,Italian,val
8070,Sluaghadhan,Irish,val
4415,Yau,Chinese,val
3120,Haddad,Arabic,val
7547,Galevsky,Russian,val
4369,Sheng,Chinese,val
11850,Espina,Spanish,val
2612,Abboud,Arabic,val
10582,Omalley,English,val
8937,Edmonds,English,val
7164,Antropov,Russian,val
8284,Bailey,English,val
3076,Bitar,Arabic,val
8628,Coulson,English,val
9527,Hatton,English,val
7748,Martel,French,val
10386,Morley,English,val
4247,Chan,Chinese,val
5432,Artseulov,Russian,val
411,Sip,Czech,val
3314,Enoki,Japanese,val
584,Biermann,German,val
4802,Glagolev,Russian,val
12119,Gianakopulos,Greek,val
6087,Churyukin,Russian,val
11566,Waters,English,val
2115,Saliba,Arabic,val
848,Klossner,German,val
371,Ruzicka,Czech,val
138,Homulka,Czech,val
5529,Jdanovich,Russian,val
362,Rezac,Czech,val
11527,Waldron,English,val
2530,Assaf,Arabic,val
9244,Fricker,English,val
7692,Girard,French,val
1053,Schneider,German,val
6577,Rotin,Russian,val
10202,Lyme,English,val
1437,Touma,Arabic,val
3492,Isobe,Japanese,val
7923,Finn,Irish,val
3245,Adachi,Japanese,val
730,Gros,German,val
10110,Leyshon,English,val
5032,Mordovin,Russian,val
5175,Jatsunov,Russian,val
4273,Gan,Chinese,val
6764,Nasybullin,Russian,val
10883,Reardon,English,val
3808,Namiki,Japanese,val
4762,Tugaev,Russian,val
696,Gaertner,German,val
4764,Jiharevitch,Russian,val
4819,Zhakov,Russian,val
2939,Almasi,Arabic,val
5217,Agaryshev,Russian,val
12648,Mancini,Italian,val
7395,Kaletin,Russian,val
6292,Mihalitsin,Russian,val
1982,Handal,Arabic,val
10482,Nicolson,English,val
11686,Woodhams,English,val
658,Esser,German,val
11948,Peña,Spanish,val
2909,Gerges,Arabic,val
7229,Badikoff,Russian,val
9404,Goulding,English,val
9082,Falconer,English,val
11172,Stamp,English,val
6121,Russkin,Russian,val
9756,Jenks,English,val
2910,Salib,Arabic,val
1074,Schulte,German,val
4213,Yasujiro,Japanese,val
7145,Virichev,Russian,val
10287,Mccourt,English,val
2515,Bata,Arabic,val
13504,So,Korean,val
11725,Yarnold,English,val
3640,Koyama,Japanese,val
7773,Parent,French,val
10910,Renshaw,English,val
8156,Allcott,English,val
5595,Babadzhanyan,Russian,val
853,Knochenmus,German,val
10128,Linsby,English,val
9335,Gilfillan,English,val
11162,Spiller,English,val
5391,Juzhilin,Russian,val
5753,Vadin,Russian,val
5719,Priemykhov,Russian,val
6081,Hudokormov,Russian,val
3118,Masih,Arabic,val
4129,Tsubouchi,Japanese,val
3003,Samaha,Arabic,val
9689,Inglethorpe,English,val
6053,Chadov,Russian,val
277,Monfort,Czech,val
4328,Mai,Chinese,val
3047,Ganem,Arabic,val
9708,Isgate,English,val
10644,Palfreyman,English,val
4531,Dinh,Vietnamese,val
1730,Bishara,Arabic,val
1749,Baba,Arabic,val
7343,Shakhmaev,Russian,val
1602,Shalhoub,Arabic,val
6565,Vorotnikov,Russian,val
7178,Tumanyan,Russian,val
12874,Serpico,Italian,val
2466,Gaber,Arabic,val
4881,Dankin,Russian,val
4186,Yamaguchiya,Japanese,val
4433,Zhou,Chinese,val
3039,Tahan,Arabic,val
12407,Baldovini,Italian,val
6568,Atamanyuk,Russian,val
12214,Rorris,Greek,val
13473,Kwang ,Korean,val
5846,Evsiukov,Russian,val
987,Paternoster,German,val
876,Krauß,German,val
5103,Dabahov,Russian,val
3107,Botros,Arabic,val
13289,Nifterick,Dutch,val
5213,Jujlev,Russian,val
11326,Tinsley,English,val
4977,Raihman,Russian,val
2764,Boutros,Arabic,val
1248,Maalouf,Arabic,val
3429,Hotate,Japanese,val
2318,Shamoun,Arabic,val
11512,Vodden,English,val
6257,Bazhukov,Russian,val
5447,Ots,Russian,val
5607,Granov,Russian,val
4038,Tagawa,Japanese,val
7,Ballalatak,Czech,val
2949,Antar,Arabic,val
12473,Caiazzo,Italian,val
12569,Fava,Italian,val
1802,Harb,Arabic,val
7941,Login,Irish,val
7425,Nasrullaev,Russian,val
9222,Frampton,English,val
11196,Stockley,English,val
2852,Handal,Arabic,val
11745,Young,English,val
5929,Jeglov,Russian,val
8393,Boulton,English,val
4344,Pang,Chinese,val
612,Breisacher,German,val
513,Zeman,Czech,val
2735,Nassar,Arabic,val
4123,Toshusai,Japanese,val
1801,Khouri,Arabic,val
4163,Ui,Japanese,val
11279,Thackray,English,val
2638,Naifeh,Arabic,val
1470,Tannous,Arabic,val
4114,Tommii,Japanese,val
437,Stary,Czech,val
9173,Flannery,English,val
4591,Bazarevich,Russian,val
12323,Alamanni,Italian,val
8968,Ellard,English,val
12884,Soriano,Italian,val
2494,Ganim,Arabic,val
845,Kistner,German,val
12267,Abbiati,Italian,val
7538,Hapchaev,Russian,val
8591,Compton,English,val
11801,Blanco,Spanish,val
11123,Sisson,English,val
1831,Gerges,Arabic,val
10439,Nelms,English,val
9591,Hobson,English,val
6452,Onilov,Russian,val
8007,O'Donoghue,Irish,val
5079,Awsyuk,Russian,val
6499,Mniszech,Russian,val
5215,Batuhtin,Russian,val
12574,Ferraro,Italian,val
7353,Jagofarov,Russian,val
7721,Lavoie,French,val
3530,Kamisaka,Japanese,val
200,Kolacny,Czech,val
13580,Koziol,Polish,val
3724,Mishima,Japanese,val
9369,Goble,English,val
3884,Omori,Japanese,val
9757,Jenkyns,English,val
10361,Millward,English,val
11814,Cardona,Spanish,val
2975,Haik,Arabic,val
1498,Sarraf,Arabic,val
2850,Almasi,Arabic,val
2217,Harb,Arabic,val
8655,Croft,English,val
5397,Bekkarevich,Russian,val
4152,Tsutomu,Japanese,val
5051,Horvat,Russian,val
10843,Radley,English,val
13246,Krantz,Dutch,val
4726,Gujov,Russian,val
6994,Zhirnov,Russian,val
4987,Taller,Russian,val
12739,Oberti,Italian,val
9656,Hunter,English,val
6830,Hizhny,Russian,val
9578,Hilton,English,val
4877,Abduloff,Russian,val
185,Kerner,Czech,val
895,Lafrentz,German,val
2678,Atiyeh,Arabic,val
9020,English,English,val
2799,Ganem,Arabic,val
5383,Agafonoff,Russian,val
4914,Poret,Russian,val
13049,Clark,Scottish,val
6241,Tchekletsov,Russian,val
10889,Redfern,English,val
810,Jager,German,val
10003,Kumar,English,val
5835,Jukovets,Russian,val
3380,Hayami,Japanese,val
6337,Egorkin,Russian,val
9503,Hardy,English,val
7191,Pakhalchuk,Russian,val
704,Geier,German,val
9397,Goring,English,val
1682,Sleiman,Arabic,val
10457,Newey,English,val
4699,Velikih,Russian,val
5039,Abyzgiddin,Russian,val
139,Hora,Czech,val
504,Wilchek,Czech,val
5199,Abalmasoff,Russian,val
13195,Vennen,Dutch,val
7083,Babutski,Russian,val
2843,Handal,Arabic,val
2003,Nassar,Arabic,val
770,Herbert,German,val
3392,Higoshi,Japanese,val
7629,Cornett,French,val
13161,Asch,Dutch,val
12501,Cipriani,Italian,val
6893,Kartunov,Russian,val
10137,Lloyd,English,val
2064,Samaha,Arabic,val
4635,Yakhlakov,Russian,val
74,Doljs,Czech,val
10956,Robert,English,val
11670,Winter,English,val
24,Bohac,Czech,val
10150,Loftus,English,val
4668,Nosik,Russian,val
2173,Gaber,Arabic,val
5581,Davydenkov,Russian,val
3255,Akimoto,Japanese,val
10600,Orritt,English,val
5568,Jakovlenko,Russian,val
402,Serak,Czech,val
9990,Knoxville,English,val
10918,Rhys,English,val
13288,Nelissen,Dutch,val
3883,Okura,Japanese,val
3063,Kanaan,Arabic,val
7388,Zharmuhamedov,Russian,val
6941,Vedischev,Russian,val
9860,Kelliher,English,val
12334,Albrici,Italian,val
10710,Pendlebury,English,val
3969,Shigeki,Japanese,val
664,Falkenrath,German,val
7800,Roche,French,val
11618,Whitham,English,val
1551,Asghar,Arabic,val
4996,Pelevin,Russian,val
11557,Warren,English,val
3616,Kogo,Japanese,val
8626,Cottrell,English,val
13655,Wronski,Polish,val
6376,Bezubyak,Russian,val
7700,Hardy,French,val
2976,Basara,Arabic,val
4997,Vyzhutovich,Russian,val
571,Beitel,German,val
5495,Matsotsky,Russian,val
11057,Santos,English,val
2416,Isa,Arabic,val
2255,Maloof,Arabic,val
9945,Kings,English,val
8727,Deane,English,val
4595,Prigov,Russian,val
1659,Bahar,Arabic,val
101,Geryk,Czech,val
7585,Baudin,French,val
13379,Schneijders,Dutch,val
7710,Lachance,French,val
3399,Hirano,Japanese,val
1172,Vogts,German,val
4814,Galli,Russian,val
2783,Kattan,Arabic,val
7240,Ponizov,Russian,val
4570,Truong,Vietnamese,val
1251,Guirguis,Arabic,val
7884,Coilean,Irish,val
7156,Jernosek,Russian,val
6931,Petrov,Russian,val
1326,Kanaan,Arabic,val
638,Dittmar,German,val
2997,Fakhoury,Arabic,val
11939,Oquendo,Spanish,val
11305,Thurling,English,val
13052,Morrison,Scottish,val
1379,Mansour,Arabic,val
2447,Atiyeh,Arabic,val
5780,Chepurnoy,Russian,val
2152,Shamon,Arabic,val
3240,Malouf,Arabic,val
3974,Shima,Japanese,val
6112,Yuschenko,Russian,val
2342,Isa,Arabic,val
12188,Panayiotopoulos,Greek,val
8687,Dale,English,val
3428,Hosokaya,Japanese,val
1017,Richter,German,val
6567,Agadzhanov,Russian,val
797,Horowitz,German,val
9767,Jervis,English,val
5813,Velichinsky,Russian,val
6646,Berezansky,Russian,val
10925,Richman,English,val
12600,Giannino,Italian,val
1145,Stumpf,German,val
9499,Hanson,English,val
6827,Galko,Russian,val
267,Merta,Czech,val
309,Opizka,Czech,val
11113,Simmons,English,val
13071,Kelly,Scottish,val
2033,Kattan,Arabic,val
7121,Androkhanov,Russian,val
8328,Beal,English,val
13093,Watt,Scottish,val
2140,Bishara,Arabic,val
10066,Leake,English,val
11535,Walling,English,val
6846,Zolotenkov,Russian,val
10046,Laver,English,val
7011,Adulov,Russian,val
8186,Anderson,English,val
5426,Sakulin,Russian,val
11833,De la fuente,Spanish,val
6224,Anuchin,Russian,val
7421,Veprev,Russian,val
11565,Waterman,English,val
1125,Stark,German,val
572,Beltz,German,val
2482,Abadi,Arabic,val
7772,Paquet,French,val
10085,Leighton,English,val
13322,Rademaker,Dutch,val
5488,Vyshegorodtsev,Russian,val
1581,Said,Arabic,val
5408,Abolikhin,Russian,val
9773,Jewett,English,val
13511,Sung,Korean,val
11773,Amador,Spanish,val
1078,Schultheiß,German,val
13436,Byon,Korean,val
3989,Shinozaki,Japanese,val
11599,Weston,English,val
9136,Ferreira,English,val
964,Möller,German,val
10253,Marsh,English,val
45,Cerny,Czech,val
10209,Mac,English,val
8260,Attrill,English,val
273,Mojzis,Czech,val
3504,Izumi,Japanese,val
2050,Said,Arabic,val
2195,Antar,Arabic,val
5704,Vavkin,Russian,val
11324,Tinker,English,val
10231,Maher,English,val
2352,Shalhoub,Arabic,val
2776,Tahan,Arabic,val
434,Srpcikova,Czech,val
1746,Shalhoub,Arabic,val
3997,Shioya,Japanese,val
304,Ocaskova,Czech,val
6391,Geht,Russian,val
122,Harger,Czech,val
11707,Wray,English,val
8947,Egerton,English,val
1205,Wehunt,German,val
11337,Tocher,English,val
11547,Warburton,English,val
5964,Galkov,Russian,val
3932,Sanda,Japanese,val
7912,Doyle,Irish,val
6868,Grossgeim,Russian,val
11191,Stevenson,English,val
6788,Awik,Russian,val
2112,Botros,Arabic,val
10763,Pinsmail,English,val
5978,Tzapin,Russian,val
2394,Ghannam,Arabic,val
5116,Es'Kin,Russian,val
993,Peters,German,val
6761,Gukovsky,Russian,val
2130,Botros,Arabic,val
7677,Fontaine,French,val
6813,Nessen,Russian,val
10950,Rivers,English,val
8901,Eastaway,English,val
1565,Nazari,Arabic,val
12314,Agresta,Italian,val
7758,Monette,French,val
9300,Garvey,English,val
9304,Gates,English,val
756,Hase,German,val
8690,Dalton,English,val
2220,Totah,Arabic,val
1021,Rose,German,val
4558,Sai,Vietnamese,val
11654,Williamson,English,val
2835,Said,Arabic,val
3678,Makiguchi,Japanese,val
8719,Dawkins,English,val
6581,Lukhmanov,Russian,val
6703,Tokovoi,Russian,val
11201,Stoppard,English,val
1852,Shadid,Arabic,val
1309,Haddad,Arabic,val
5542,Alperovich,Russian,val
4522,Cao,Vietnamese,val
436,Stanzel,Czech,val
10882,Readman,English,val
9625,Hopwood,English,val
1141,Strohkirch,German,val
28,Borovski,Czech,val
249,Lynsmeier,Czech,val
11660,Wilton,English,val
12720,Neroni,Italian,val
9336,Gilks,English,val
12586,Franco,Italian,val
4676,Kartoziya,Russian,val
4981,Zhun,Russian,val
11115,Simon,English,val
215,Koukal,Czech,val
12938,Ventura,Italian,val
521,Abeln,German,val
13199,Haanraats,Dutch,val
11962,Ramírez,Spanish,val
773,Herschel,German,val
4925,Shahanov,Russian,val
13342,Roijacker,Dutch,val
5774,Mihnenko,Russian,val
4468,Luo,Chinese,val
10203,Lynas,English,val
10709,Pender,English,val
4165,Umari,Japanese,val
10868,Ratcliffe,English,val
10477,Nickolls,English,val
3281,Asari,Japanese,val
2128,Koury,Arabic,val
5093,Agutin,Russian,val
7146,Atyashkin,Russian,val
11171,Stainton,English,val
10476,Nickel,English,val
375,Sabol,Czech,val
3765,Muraguchi,Japanese,val
11026,Rush,English,val
13009,Moreno,Portuguese,val
7220,Tumansky,Russian,val
683,Frei,German,val
13545,Dubicki,Polish,val
3795,Nakamura,Japanese,val
1296,Nader,Arabic,val
3988,Shinko,Japanese,val
9574,Higginson,English,val
10492,Noach,English,val
5855,Yachmentsev,Russian,val
13016,Ramires,Portuguese,val
13581,Kozlow,Polish,val
13584,Król,Polish,val
3402,Hirase,Japanese,val
8288,Bains,English,val
11489,Vernon,English,val
13198,Haanraads,Dutch,val
1435,Cham,Arabic,val
2650,Abboud,Arabic,val
4733,Zogalev,Russian,val
3094,Kattan,Arabic,val
8068,Sioda,Irish,val
5547,Janbarisov,Russian,val
7960,Mckay,Irish,val
7615,Brodeur,French,val
13307,Paulis,Dutch,val
5987,Grosshopf,Russian,val
10846,Rahman,English,val
11231,Swann,English,val
4711,Eliasberg,Russian,val
4364,Shang,Chinese,val
4686,Obydennikov,Russian,val
4119,Torisei,Japanese,val
12408,Bandini,Italian,val
7665,Fabian,French,val
9250,Frost,English,val
95,Fritsch,Czech,val
10448,Nevins,English,val
5229,Adzhalov,Russian,val
7417,Sert,Russian,val
8246,Astle,English,val
12748,Pagano,Italian,val
7050,Luss,Russian,val
2239,Tahan,Arabic,val
3673,Kyubei,Japanese,val
6968,Likh,Russian,val
238,Kulhanek,Czech,val
5177,Ladyjnikov,Russian,val
7245,Horoshavtsev,Russian,val
1440,Bata,Arabic,val
9874,Kenneford,English,val
6084,Bektuganov,Russian,val
9960,Kirk,English,val
12639,Leoni,Italian,val
9624,Hopkinson,English,val
11624,Whittingham,English,val
2407,Kanaan,Arabic,val
9997,Kouma,English,val
173,Kaiser,Czech,val
5009,Nesgovorov,Russian,val
9246,Friend,English,val
128,Herback,Czech,val
2071,Gerges,Arabic,val
11839,Díaz,Spanish,val
6651,Abdulbekov,Russian,val
6059,Alper,Russian,val
12725,Nicchi,Italian,val
5019,Egishev,Russian,val
11030,Russel,English,val
9396,Gordon,English,val
6607,Glavak,Russian,val
13614,Rusnak,Polish,val
4955,Vihert,Russian,val
13181,Akker,Dutch,val
4210,Yasuda,Japanese,val
3998,Shirahata,Japanese,val
8966,Ellam,English,val
6850,Pyl,Russian,val
8835,Drinkwater,English,val
177,Karlovsky,Czech,val
10023,Lander,English,val
1644,Boutros,Arabic,val
12019,Urbina,Spanish,val
933,Markwardt,German,val
10167,Louth,English,val
305,Oesterreicher,Czech,val
2109,Fakhoury,Arabic,val
7333,Rakhmanin,Russian,val
11145,Snelling,English,val
10088,Lendon,English,val
7709,Labelle,French,val
8527,Chaplin,English,val
974,Nussbaum,German,val
6411,Bakhtinov,Russian,val
11729,Yeadon,English,val
7991,O'Donnell,Irish,val
9758,Jenner,English,val
4142,Tsukehara,Japanese,val
1384,Shalhoub,Arabic,val
8761,Dibble,English,val
13345,Roijakkers,Dutch,val
4546,Mach,Vietnamese,val
8543,Cheung,English,val
11259,Tatnell,English,val
5910,Turpyatko,Russian,val
6573,Islamov,Russian,val
1238,Xylander,German,val
6238,Baiborodoff,Russian,val
9190,Foran,English,val
5563,Hadartsev,Russian,val
11307,Thurman,English,val
9916,Kidner,English,val
13435,Bang,Korean,val
1128,Steffen,German,val
1068,Schuchardt,German,val
10374,Montgomery,English,val
5609,Minjurenko,Russian,val
10531,Nurton,English,val
12462,Brambilla,Italian,val
265,Mayer,Czech,val
11218,Sturgess,English,val
4006,Shiskikura,Japanese,val
3514,Kagawa,Japanese,val
3694,Masuzoe,Japanese,val
11166,Squires,English,val
10817,Privett,English,val
10720,Perkin,English,val
8616,Cornish,English,val
614,Bretz,German,val
5267,Bass,Russian,val
11472,Vardy,English,val
10645,Palin,English,val
4536,Kieu,Vietnamese,val
11222,Sullivan,English,val
1359,Touma,Arabic,val
7716,Langlois,French,val
4959,Levitsky,Russian,val
4214,Yasukawa,Japanese,val
12143,Katsourinis,Greek,val
8115,Aherne,English,val
8720,Dawson,English,val
13229,Klerkx,Dutch,val
8410,Bradshaw,English,val
1396,Daher,Arabic,val
4270,Feng,Chinese,val
12878,Silvestri,Italian,val
11190,Stevens,English,val
1915,Said,Arabic,val
6022,Ruzakov,Russian,val
6469,Pendyurin,Russian,val
9696,Ireland,English,val
13635,Sokolsky,Polish,val
6330,Bahtov,Russian,val
12104,Dritsas,Greek,val
13476,Lim ,Korean,val
296,Neisser,Czech,val
3728,Mitsukuri,Japanese,val
10268,Maxwell,English,val
11283,Thirlwall,English,val
7258,Adamyants,Russian,val
8722,Dayman,English,val
7459,Hafizov,Russian,val
10382,Moreno,English,val
8473,Busby,English,val
6101,Zhmulev,Russian,val
13148,Alst,Dutch,val
11475,Varndell,English,val
6041,Avramchik,Russian,val
11872,Gomez,Spanish,val
11318,Timmins,English,val
7781,Perrault,French,val
11479,Veale,English,val
12295,Adamo,Italian,val
3931,Sammiya,Japanese,val
9657,Hurley,English,val
2872,Saliba,Arabic,val
9093,Farnsworth,English,val
13212,Hout,Dutch,val
2696,Gaber,Arabic,val
824,Karl,German,val
172,Kafka,Czech,val
4750,Tsegoev,Russian,val
3557,Katsukawa,Japanese,val
5789,Rzhanov,Russian,val
13361,Rooiakker,Dutch,val
11589,Wells,English,val
5772,Jilyakov,Russian,val
9206,Foss,English,val
1567,Naifeh,Arabic,val
12868,Sebastino,Italian,val
1696,Bazzi,Arabic,val
12583,Fonda,Italian,val
7782,Perreault,French,val
12571,Fermi,Italian,val
3540,Karamorita,Japanese,val
7188,Jidenko,Russian,val
5283,Guzilov,Russian,val
1570,Shamon,Arabic,val
8930,Edgley,English,val
10885,Reay,English,val
6769,Eremushkin,Russian,val
11787,Arriola,Spanish,val
4636,Tcheh,Russian,val
2366,Asghar,Arabic,val
9593,Hodder,English,val
2564,Hadad,Arabic,val
3296,Chino,Japanese,val
6477,Alferov,Russian,val
9171,Flanagan,English,val
8638,Cowley,English,val
6199,Tikhy,Russian,val
725,Gottlieb,German,val
10879,Reader,English,val
4683,Abagyan,Russian,val
7407,Neverkovets,Russian,val
1813,Malouf,Arabic,val
2629,Ba,Arabic,val
12672,Milani,Italian,val
1214,Werner,German,val
3302,Dazai,Japanese,val
2304,Hadad,Arabic,val
4275,Geng,Chinese,val
8522,Chambers,English,val
3272,Arishima,Japanese,val
976,Oberst,German,val
5247,Shangareev,Russian,val
12294,Adami,Italian,val
4061,Takei,Japanese,val
11471,Vanwell,English,val
4010,Shunji,Japanese,val
13094,Murphy,Scottish,val
1124,Sponaugle,German,val
7964,Mcneil,Irish,val
1990,Moghadam,Arabic,val
1617,Khoury,Arabic,val
9516,Harrop,English,val
9056,Evison,English,val
8023,O'Mahoney,Irish,val
385,Swatchak,Czech,val
791,Holzer,German,val
4667,Molotov,Russian,val
8851,Duggan,English,val
5399,Vaksman,Russian,val
8765,Dicker,English,val
8439,Brown,English,val
2078,Shamoon,Arabic,val
2019,Kouri,Arabic,val
11204,Storr,English,val
4736,Holmansky,Russian,val
10955,Robe,English,val
11120,Singh,English,val
11274,Templeman,English,val
13013,Pereira,Portuguese,val
10467,Newstead,English,val
5431,Pavlunovsky,Russian,val
12015,Toset,Spanish,val
297,Naizer,Czech,val
3386,Hideaki,Japanese,val
3349,Genda,Japanese,val
1067,Schuchard,German,val
9409,Gowing,English,val
5906,Golohvastov,Russian,val
4904,Zelent,Russian,val
3925,Sakata,Japanese,val
